file,fiber,ra,dec,wavelength,flux,significance,n_fibers,fwhm_pixels
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,3964.0000000000828,45.36722946166992,7.205476760864258,1,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4005.600000000092,53.7127571105957,10.822011947631836,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4030.400000000098,29.45463752746582,6.2490410804748535,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4085.6000000001104,27.272754669189453,5.139052867889404,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4091.2000000001117,41.558631896972656,8.765599250793457,1,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4098.400000000113,61.773223876953125,15.612405776977539,2,3
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4135.200000000122,37.549232482910156,8.217887878417969,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4205.600000000138,45.069252014160156,9.810218811035156,1,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4208.000000000138,25.529386520385742,5.517298221588135,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4230.400000000143,30.025991439819336,7.605157375335693,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4255.200000000149,26.64946746826172,5.748140811920166,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4277.600000000154,22.920822143554688,6.056753635406494,1,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4307.200000000161,24.474416732788086,6.866468906402588,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4367.200000000174,110.26834106445312,20.33399200439453,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4449.600000000193,19.623476028442383,5.831277847290039,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4520.800000000209,35.086830139160156,10.649606704711914,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4524.80000000021,27.444721221923828,7.055467128753662,2,3
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4544.800000000215,19.22455596923828,5.562220096588135,1,4
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4620.000000000232,17.913488388061523,5.436492919921875,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4700.80000000025,22.50958251953125,6.4307451248168945,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4705.600000000251,14.08611011505127,5.605774402618408,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4783.200000000269,17.615991592407227,5.601841926574707,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4831.20000000028,24.3841495513916,7.191071033477783,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4833.6000000002805,32.85899353027344,10.076557159423828,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4861.600000000287,18.42267608642578,6.002669811248779,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4895.2000000002945,12.716270446777344,5.408292770385742,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,4925.600000000301,21.611072540283203,6.907281398773193,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5002.400000000319,50.09966278076172,15.657573699951172,1,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5058.400000000332,29.942340850830078,11.62425422668457,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5094.40000000034,16.9294490814209,6.15096378326416,2,3
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5118.400000000345,24.997926712036133,7.595664978027344,1,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5125.600000000347,30.097448348999023,14.328569412231445,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5151.200000000353,41.615047454833984,16.16812515258789,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5182.40000000036,26.01338768005371,9.21972370147705,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5236.800000000372,26.597862243652344,8.70030403137207,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5309.600000000389,20.067110061645508,7.295760154724121,2,3
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5318.400000000391,24.147098541259766,9.29765510559082,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5351.200000000398,21.66668128967285,7.1790876388549805,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5417.600000000413,25.43242835998535,7.297338008880615,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5432.000000000417,32.11430740356445,8.9932279586792,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5439.200000000418,27.307485580444336,9.693471908569336,1,3
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5530.400000000439,22.430686950683594,6.772704601287842,2,3
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5623.20000000046,25.6010684967041,7.416231155395508,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5640.000000000464,23.115699768066406,8.69958209991455,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5695.200000000476,25.67097282409668,8.458230018615723,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5736.800000000486,21.01091766357422,7.440335273742676,2,3
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5738.400000000486,28.290058135986328,10.60014820098877,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5745.600000000488,30.830059051513672,8.409510612487793,2,2
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5776.800000000495,56.09437942504883,21.49910545349121,2,1
cframe-b0-00120449.fits,332,164.76013124728092,-1.873061131859784,5779.2000000004955,49.865501403808594,14.893104553222656,2,1
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,3611.2000000000025,103.57074737548828,5.564312934875488,2,2
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,3708.0000000000246,68.36714935302734,5.291920185089111,2,2
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,3796.8000000000447,42.97738265991211,7.695107460021973,2,1
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,3996.80000000009,28.07588005065918,5.244393348693848,2,2
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,4080.8000000001093,19.817176818847656,5.024540901184082,2,1
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,4152.0000000001255,20.558622360229492,5.042593955993652,1,3
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,4348.80000000017,35.412818908691406,8.453324317932129,1,3
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,4367.200000000174,48.567474365234375,8.855202674865723,2,2
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,4534.4000000002125,15.013394355773926,6.391112804412842,2,1
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,4945.600000000306,20.458816528320312,5.725090980529785,2,1
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,5007.20000000032,19.26396942138672,7.811945915222168,2,2
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,5054.400000000331,15.712159156799316,5.2748703956604,2,1
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,5136.800000000349,17.34284019470215,6.193004131317139,2,2
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,5148.800000000352,12.809379577636719,6.1389479637146,2,3
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,5186.400000000361,15.270698547363281,5.2292704582214355,1,1
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,5549.600000000443,14.996781349182129,5.629791259765625,2,2
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,5652.000000000467,16.765743255615234,5.835620403289795,1,1
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,5695.200000000476,21.967693328857422,7.249067783355713,2,2
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,5713.600000000481,23.961580276489258,8.277567863464355,2,1
cframe-b0-00120449.fits,334,164.59576647318883,-1.9429764364645135,5779.2000000004955,19.19141960144043,5.651637554168701,2,3
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3604.800000000001,177.6318817138672,12.9779052734375,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3609.600000000002,107.877197265625,5.373471736907959,1,3
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3620.0000000000045,508.17364501953125,16.31300926208496,2,3
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3622.400000000005,98.92957305908203,5.334124565124512,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3629.6000000000067,385.9306640625,30.504581451416016,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3659.2000000000135,250.82345581054688,13.874836921691895,1,3
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3661.600000000014,136.8222198486328,11.140327453613281,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3697.600000000022,91.6419906616211,8.346155166625977,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3708.0000000000246,140.0822296142578,10.953819274902344,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3721.6000000000276,56.05697250366211,7.173916816711426,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3732.80000000003,176.14883422851562,18.175445556640625,1,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3749.600000000034,70.97472381591797,6.240111827850342,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3750.400000000034,62.093971252441406,7.803440093994141,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3762.400000000037,67.38890838623047,8.014848709106445,1,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3769.6000000000386,65.68302154541016,10.238832473754883,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3802.400000000046,85.3187026977539,7.293898105621338,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3856.000000000058,180.80226135253906,20.38102912902832,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,3892.0000000000664,44.78636169433594,7.6014084815979,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4005.600000000092,29.990123748779297,6.009862422943115,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4030.400000000098,125.35801696777344,25.99104118347168,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4064.8000000001057,41.29086685180664,10.426966667175293,2,3
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4109.600000000116,27.795997619628906,8.42213249206543,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4128.00000000012,53.74422073364258,17.779006958007812,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4136.800000000122,25.403018951416016,7.372016429901123,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4144.800000000124,65.65840148925781,19.073686599731445,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4148.000000000125,24.554967880249023,6.422369956970215,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4194.400000000135,27.45308494567871,6.487611293792725,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4301.6000000001595,73.1718521118164,21.8928279876709,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4322.400000000164,78.16936492919922,18.444185256958008,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4324.800000000165,58.52898025512695,12.848569869995117,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4366.400000000174,55.55465316772461,8.637547492980957,1,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4372.0000000001755,119.37886810302734,19.469133377075195,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4403.200000000183,58.52000427246094,12.0050048828125,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4404.000000000183,40.67594528198242,7.427609920501709,1,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4415.200000000185,34.4074821472168,7.739528656005859,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4431.200000000189,49.231544494628906,11.625706672668457,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4438.400000000191,83.63552856445312,24.107463836669922,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4449.600000000193,64.4002685546875,19.371427536010742,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4454.400000000194,25.482683181762695,5.9657745361328125,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4518.400000000209,77.54693603515625,27.987428665161133,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4528.800000000211,32.31936264038086,7.331867694854736,1,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4533.600000000212,97.68465423583984,30.053686141967773,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4550.400000000216,78.86312103271484,19.028303146362305,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4562.400000000219,47.82225036621094,13.144914627075195,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4577.600000000222,45.11600875854492,14.904958724975586,2,3
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4589.600000000225,47.41504669189453,14.549616813659668,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4611.20000000023,29.715438842773438,8.077025413513184,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4620.800000000232,33.23934555053711,8.914106369018555,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4647.200000000238,18.111494064331055,7.218739032745361,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4670.400000000243,28.488557815551758,10.942755699157715,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4693.600000000249,78.7828598022461,19.35133171081543,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4704.000000000251,21.59316062927246,6.24844217300415,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4718.400000000254,35.584293365478516,12.59619426727295,1,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4730.400000000257,16.305679321289062,5.242077827453613,1,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4752.000000000262,18.56298828125,7.308790683746338,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4779.200000000268,51.09926223754883,12.037307739257812,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4884.000000000292,46.957489013671875,16.15976333618164,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4916.800000000299,15.380502700805664,6.700157165527344,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4928.000000000302,90.10661315917969,30.897336959838867,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4950.400000000307,48.39822769165039,18.565181732177734,1,3
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4961.60000000031,28.007125854492188,10.325966835021973,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4970.400000000312,45.67594528198242,15.735442161560059,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,4971.200000000312,22.137014389038086,8.911250114440918,1,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,5055.200000000331,15.135309219360352,5.883170127868652,2,2
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,5064.800000000333,43.1964225769043,18.753868103027344,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,5138.40000000035,31.665233612060547,10.661932945251465,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,5172.800000000358,20.020082473754883,5.8310418128967285,2,1
cframe-b0-00120449.fits,349,164.7036682823801,-1.9301333000706007,5195.200000000363,27.018951416015625,12.906980514526367,2,1
