sparcl_id,targetid,ra,dec,wavelength_peak,flux_peak,snr,fwhm_angstrom,spectype,is_airglow,notes,wave_bin
0031b3fb-9c74-11ee-9ad1-525400ad1336,39633321893822639,181.75125926371544,55.01528846879476,7167.20000000032,39.58668899536133,33.22569339686761,2.4000000000005457,GALAXY,False,CANDIDATE,7150.0
008dcb2a-9b1d-11ee-b55c-525400ad1336,39627782354900447,218.72576008812072,-0.3425535944076798,6604.000000000192,58.29322052001953,32.864076971637544,1.6000000000003638,GALAXY,False,CANDIDATE,6600.0
00500706-9cb4-11ee-8107-525400ad1336,39633552869952831,216.7966823067289,80.0755053191032,7801.600000000064,180.67193603515625,32.490853876881886,2.4000000000005457,GALAXY,False,CANDIDATE,7800.0
002e4921-9ced-11ee-ae9f-525400ad1336,39633304265164680,185.30342213014737,53.66567119378772,7102.400000000305,94.04756927490234,32.05444985284327,2.4000000000005457,GALAXY,False,CANDIDATE,7100.0
000f1242-9bab-11ee-909d-525400ad1336,1070229195063307,211.09590155841445,4.628812116523745,6730.400000000221,79.65168762207031,31.99722028183393,2.4000000000005457,GALAXY,False,CANDIDATE,6700.0
000ec772-9d02-11ee-aab6-525400ad1336,234514848677889,150.48830058690575,1.2215198451433895,5330.400000000393,8.012333869934082,31.36446832842497,2.4000000000005457,GALAXY,False,CANDIDATE,5300.0
00236d14-9b4d-11ee-a312-525400ad1336,39633297017405855,182.12495305913944,53.286094411785,6262.400000000114,27.613853454589844,30.339767233561663,2.4000000000005457,GALAXY,False,CANDIDATE,6250.0
0017a5f3-9b24-11ee-b0ac-525400ad1336,39627788319198751,214.1496455279953,0.034867895852463,5274.400000000381,26.09971809387207,30.08755890706259,2.4000000000005457,GALAXY,False,CANDIDATE,5250.0
0044001e-9cf2-11ee-a04a-525400ad1336,39633123218032778,242.78589429673983,42.433032174748064,5880.800000000028,65.04946899414062,29.228086372119787,2.4000000000005457,GALAXY,False,CANDIDATE,5850.0
004a82b5-9b14-11ee-9f3c-525400ad1336,39627736876062734,27.914932023166287,-2.0650374418240327,7104.800000000306,19.858169555664062,28.854348795877147,2.4000000000005457,GALAXY,False,CANDIDATE,7100.0
00757b70-9c39-11ee-a76a-525400ad1336,39628037297276253,4.3869510915227545,10.51028817471659,7499.200000000395,17.393129348754883,28.449873812890434,2.4000000000005457,GALAXY,False,CANDIDATE,7450.0
0094a71e-9ccc-11ee-bc82-525400ad1336,39628520011336075,24.55102222482884,32.06112472998145,6796.800000000236,7.1715288162231445,28.37720077494744,2.4000000000005457,GALAXY,False,CANDIDATE,6750.0
00431514-9afd-11ee-9782-525400ad1336,39628373646905700,194.84043494565384,24.998443585613487,5387.200000000406,31.757736206054688,28.16742994762193,2.4000000000005457,GALAXY,False,CANDIDATE,5350.0
0051bcfc-9c8d-11ee-8659-525400ad1336,39633501548446101,148.7936646322591,71.45894844156668,8171.200000000148,50.40385818481445,28.01019503988298,1.6000000000003638,STAR,False,CANDIDATE,8150.0
006148f7-9c06-11ee-905c-525400ad1336,39627781755110570,182.8070911658081,-0.3286547222091206,8506.400000000223,56.78152847290039,27.532854639214,1.6000000000003638,STAR,False,CANDIDATE,8500.0
0041827a-9b54-11ee-a246-525400ad1336,39628384606619708,195.87715426578356,25.380462845757787,8279.200000000172,22.56563949584961,27.33848004414905,1.6000000000003638,GALAXY,False,CANDIDATE,8250.0
00886746-9bf0-11ee-be4c-525400ad1336,39633561250171425,157.6356946131072,82.33536416165207,5329.600000000393,18.66008758544922,27.15114567208484,2.4000000000005457,GALAXY,False,CANDIDATE,5300.0
04b3bbac-9b5c-11ee-97e7-525400ad1336,39627800394600435,213.936030436224,0.5845279719598303,8921.600000000319,47.53925323486328,26.945580050396742,1.6000000000003638,QSO,False,CANDIDATE,8900.0
008eec72-9d4f-11ee-b435-525400ad1336,39633553876585078,201.52410308807853,80.14260909378498,9097.60000000036,107.89404296875,26.795782545956435,2.4000000000005457,GALAXY,False,CANDIDATE,9050.0
002e5b71-9bfa-11ee-aa5e-525400ad1336,39627866886902850,217.49994172042733,3.22766887700379,6605.600000000192,51.015079498291016,26.634410858169144,2.4000000000005457,GALAXY,False,CANDIDATE,6600.0
00dbce0c-9cee-11ee-b8b0-525400ad1336,39633481717780307,272.05693865358586,69.00318032373367,8565.600000000239,35.19314193725586,26.601428733600063,2.4000000000005457,STAR,False,CANDIDATE,8550.0
0055270c-9c93-11ee-800b-525400ad1336,39627758153765798,216.1986001636599,-1.2919175939795833,9316.000000000407,54.62466049194336,26.53971348703301,2.4000000000005457,GALAXY,False,CANDIDATE,9300.0
00431514-9afd-11ee-9782-525400ad1336,39628373646905700,194.84043494565384,24.998443585613487,7061.600000000296,16.83443832397461,26.36222111311884,2.4000000000005457,GALAXY,False,CANDIDATE,7050.0
005d568a-9b49-11ee-b5f9-525400ad1336,39633497471582891,119.11582606290608,70.95118135101231,7813.600000000067,68.92939758300781,26.11211245483669,1.6000000000003638,STAR,False,CANDIDATE,7800.0
001ba6c9-9d48-11ee-a178-525400ad1336,39627811907964923,180.19829114447927,0.8950393665607939,5504.800000000433,13.711426734924316,25.678373048435127,2.4000000000005457,GALAXY,False,CANDIDATE,5500.0
00181ce7-9c6d-11ee-90b7-525400ad1336,39627811408841534,150.38554179625712,1.036696326299407,5492.00000000043,54.47760772705078,25.618035487014183,2.4000000000005457,GALAXY,False,CANDIDATE,5450.0
00886746-9bf0-11ee-be4c-525400ad1336,39633561250171425,157.6356946131072,82.33536416165207,4088.000000000111,41.78608703613281,25.31380062257811,2.4000000000005457,GALAXY,False,CANDIDATE,4050.0
008d3970-9b2a-11ee-97aa-525400ad1336,39633548247827736,163.5848745665643,78.89815633873775,7683.200000000037,122.23788452148438,25.25486201673828,2.4000000000005457,GALAXY,False,CANDIDATE,7650.0
005264c4-9b2a-11ee-9cd5-525400ad1336,39633548252020872,164.50897916414635,78.9980967392381,5955.200000000044,181.09896850585935,25.00323405306901,2.4000000000005457,GALAXY,False,CANDIDATE,5950.0
0082623b-9d23-11ee-af0d-525400ad1336,39633136421700963,234.53540397940597,43.239197074528505,5284.800000000383,198.8578338623047,24.85222140766846,2.4000000000005457,GALAXY,False,CANDIDATE,5250.0
00b6a26c-9cf2-11ee-a253-525400ad1336,39633123218033823,242.8793783597004,42.50986283145375,8648.000000000256,29.028676986694336,24.665333142542384,1.6000000000003638,STAR,False,CANDIDATE,8600.0
0087950c-9c3a-11ee-9238-525400ad1336,39633405586967656,270.0750920310313,61.46192718795557,7069.600000000298,22.668392181396484,24.32045811968688,2.4000000000005457,GALAXY,False,CANDIDATE,7050.0
0027e730-9be7-11ee-bce8-525400ad1336,39628517314400472,196.04223511999612,31.6823312147062,5595.200000000454,37.83628845214844,24.29636079575181,2.4000000000005457,GALAXY,False,CANDIDATE,5550.0
03c8cdad-9ca9-11ee-a848-525400ad1336,39633502034988233,240.17491048652104,71.53533267672935,8669.60000000026,22.19554710388184,23.74095614429803,2.4000000000005457,QSO,False,CANDIDATE,8650.0
0124d2c7-9b49-11ee-b126-525400ad1336,39633497471584886,119.57332822145852,70.94522122015901,6848.000000000247,87.35726165771484,23.55895201723588,1.6000000000003638,STAR,False,CANDIDATE,6800.0
012edbea-9ca9-11ee-9770-525400ad1336,39633500093024015,239.1018664014468,71.13098984409922,8836.000000000298,27.93968963623047,23.495630199926573,2.4000000000005457,STAR,False,CANDIDATE,8800.0
0082623b-9d23-11ee-af0d-525400ad1336,39633136421700963,234.53540397940597,43.239197074528505,3974.400000000085,266.7961730957031,23.48448373833552,2.4000000000005457,GALAXY,False,CANDIDATE,3950.0
04d995b1-9b2a-11ee-ac10-525400ad1336,39633547065034778,164.24752400338295,78.74708188983,7201.600000000328,158.65443420410156,23.45526524677743,1.6000000000003638,QSO,False,CANDIDATE,7200.0
0023bb97-9b17-11ee-9f6a-525400ad1336,39628390034047694,193.8806788046419,25.839094425445268,5008.00000000032,38.39037322998047,23.426753578828865,1.6000000000003638,GALAXY,False,CANDIDATE,5000.0
00101a6d-9b07-11ee-aef5-525400ad1336,39627758103432254,213.1421833226613,-1.3172043174004748,4076.000000000108,45.23322296142578,23.395616391948035,2.4000000000005457,GALAXY,False,CANDIDATE,4050.0
004efedc-9d36-11ee-abb4-525400ad1336,39627782321345666,216.7244459607849,-0.2605067688920924,8467.200000000215,23.5639591217041,23.3834968133252,1.6000000000003638,GALAXY,False,CANDIDATE,8450.0
004e85cf-9c3e-11ee-86d8-525400ad1336,39627938835990130,197.68110823875645,6.2364358641665065,5127.200000000347,21.90573501586914,23.32446368793912,2.4000000000005457,GALAXY,False,CANDIDATE,5100.0
0064a55b-9b92-11ee-97e4-525400ad1336,39627764122258962,211.94483803168424,-1.0499809353231553,6735.200000000222,37.91777801513672,23.072869678083418,2.4000000000005457,GALAXY,False,CANDIDATE,6700.0
0022ae76-9d5b-11ee-949d-525400ad1336,39627782354896370,218.5658016114331,-0.2244645315366156,6046.400000000065,41.651634216308594,22.974817031390437,2.4000000000005457,GALAXY,False,CANDIDATE,6000.0
000fd6ae-9be6-11ee-8f39-525400ad1336,39628521580005440,134.5251248277984,31.926898227843765,5471.2000000004255,13.806844711303713,22.934903855365587,1.6000000000003638,GALAXY,False,CANDIDATE,5450.0
0027e730-9be7-11ee-bce8-525400ad1336,39628517314400472,196.04223511999612,31.6823312147062,5484.800000000429,22.32785415649414,22.71191243615023,2.4000000000005457,GALAXY,False,CANDIDATE,5450.0
04d4509d-9b8e-11ee-a033-525400ad1336,39633481000552132,153.35458182635273,68.95541866007277,6336.800000000131,36.03116989135742,22.36534612944785,1.6000000000003638,QSO,False,CANDIDATE,6300.0
0089f598-9cfc-11ee-8933-525400ad1336,39628287525259908,23.1767972643774,21.29205739236243,6874.400000000253,32.54846954345703,22.23119539094033,2.4000000000005457,GALAXY,False,CANDIDATE,6850.0
0124d2c7-9b49-11ee-b126-525400ad1336,39633497471584886,119.57332822145852,70.94522122015901,6143.200000000087,97.3980712890625,22.20814087364945,2.4000000000005457,STAR,False,CANDIDATE,6100.0
0109e23a-9b49-11ee-a585-525400ad1336,39633495475096620,119.54288516078178,70.84030586058003,8664.00000000026,33.661373138427734,22.169692072011003,1.6000000000003638,STAR,False,CANDIDATE,8650.0
00498ce4-9bfd-11ee-9451-525400ad1336,39627764273254925,220.9250457979929,-1.0834702392016848,5421.600000000414,21.961584091186523,22.05137596283738,2.4000000000005457,GALAXY,False,CANDIDATE,5400.0
03b3ac87-9c5f-11ee-b4b8-525400ad1336,39627811387867314,149.00683759680464,0.9681122599537766,7916.80000000009,21.61235618591309,21.876076564393163,1.6000000000003638,QSO,False,CANDIDATE,7900.0
00b6235f-9b6e-11ee-8f57-525400ad1336,39627746011251324,212.2807842332648,-1.8100849061487363,8078.400000000127,177.36834716796875,21.85792445401132,1.6000000000003638,STAR,False,CANDIDATE,8050.0
00896c94-9cf9-11ee-bd31-525400ad1336,39632955240351970,135.79902481414504,33.78199391664376,5228.00000000037,27.829221725463867,21.839699600737084,2.4000000000005457,GALAXY,False,CANDIDATE,5200.0
008eec72-9d4f-11ee-b435-525400ad1336,39633553876585078,201.52410308807853,80.14260909378498,7666.400000000033,111.17764282226562,21.660795154364568,2.4000000000005457,GALAXY,False,CANDIDATE,7650.0
00886746-9bf0-11ee-be4c-525400ad1336,39633561250171425,157.6356946131072,82.33536416165207,5436.0000000004175,19.193283081054688,21.462092100857014,2.4000000000005457,GALAXY,False,CANDIDATE,5400.0
00396ee5-9b4e-11ee-aba9-525400ad1336,39627706727401785,30.361594573207515,-3.370417207401959,5213.600000000367,42.10729217529297,20.89753495638854,2.4000000000005457,GALAXY,False,CANDIDATE,5200.0
009426d2-9c5e-11ee-af11-525400ad1336,39628443926662332,193.22556021526037,28.374110236590184,6735.200000000222,86.57731628417969,20.87533153097212,2.4000000000005457,GALAXY,False,CANDIDATE,6700.0
006ff9fd-9d02-11ee-b4eb-525400ad1336,39632946302289775,218.34549916604567,33.151506796635154,7020.800000000287,20.9599552154541,20.466893793956803,2.4000000000005457,GALAXY,False,CANDIDATE,7000.0
0005fe00-9b60-11ee-bde3-525400ad1336,39632931014052985,215.4303505849816,32.44933244814008,7444.000000000383,5.291728496551514,20.39648188677748,2.4000000000005457,GALAXY,False,CANDIDATE,7400.0
0053f263-9b9f-11ee-9920-525400ad1336,39633153945502066,236.4356737183607,44.26357045756018,6789.600000000234,18.44656753540039,20.388918407242212,2.4000000000005457,GALAXY,False,CANDIDATE,6750.0
0032e6b0-9c5e-11ee-b523-525400ad1336,39633342391388448,183.4319230129485,56.45624225601178,9441.600000000435,274.4218444824219,20.27087654251576,1.6000000000003638,GALAXY,False,CANDIDATE,9400.0
01111981-9ca9-11ee-81f5-525400ad1336,39633500093024474,239.20584956288064,71.16060069890787,8766.400000000283,25.43224334716797,20.1262966237405,2.4000000000005457,STAR,False,CANDIDATE,8750.0
