targetid,fiber,ra,dec,wavelength,flux,snr,width_pixels,tile,camera
616094299368457132,213,163.7517210830479,78.81917331592248,6001.600000000055,89.603271484375,16.04349708557129,3,80949,R
616094299368457132,213,163.7517210830479,78.81917331592248,7457.600000000386,86.56021881103516,20.73634910583496,3,80949,R
616094300559639256,215,165.9599803337257,79.02569814082632,6679.200000000209,50.870540618896484,12.26243782043457,3,80949,R
616094300559639256,215,165.9599803337257,79.02569814082632,7417.600000000377,60.46865463256836,15.275797843933105,2,80949,R
616094300559639568,220,166.07899016560611,79.08741781622803,6947.20000000027,47.3646354675293,12.02266788482666,3,80949,R
616094299364262381,224,163.54190753817193,78.72925277954035,5947.200000000043,54.6540412902832,10.981344223022461,3,80949,R
616094301713072259,236,165.73066892760014,79.14282945454538,5924.8000000000375,106.56465911865234,17.718778610229492,2,80949,R
616094300555445241,239,165.69894246945015,79.08651185242314,6976.0000000002765,45.8641242980957,11.05201244354248,2,80949,R
616094299368456361,246,163.79759292291706,78.65374646165033,7068.000000000297,54.09025192260742,10.403128623962402,2,80949,R
616094301708878878,267,165.2983641545204,79.34422034121434,6447.200000000156,116.53556060791016,25.00633430480957,2,80949,R
616094301708878711,277,164.9986067098802,79.31349496130524,7251.200000000339,55.68311309814453,14.346322059631348,2,80949,R
616094302841340099,297,165.68079327624105,79.40773562227082,7297.60000000035,43.229225158691406,10.185794830322266,3,80949,R
616094298160497587,302,166.36984976915505,78.57368815232752,7046.4000000002925,49.6524772644043,10.212096214294434,2,80949,R
616094298160497183,308,165.80058339936238,78.4887550567693,5777.600000000004,735.6484375,14.817187309265137,2,80949,R
616094299376844918,309,166.9335214113471,78.64847344992504,6289.60000000012,118.06951904296875,22.26525115966797,2,80949,R
616094298164691677,312,166.45430759026078,78.52445842820994,5879.200000000027,299.3755187988281,42.22102737426758,2,80949,R
616094299376845133,315,166.73365922889448,78.69384784214341,6952.800000000271,70.28590393066406,16.725807189941406,3,80949,R
616094299376844811,330,167.0229108713965,78.62636298132355,6129.600000000084,68.2576675415039,14.493294715881348,3,80949,R
616094298164691338,333,167.37251236536574,78.45787092379828,7557.600000000409,93.02532958984375,18.06840705871582,2,80949,R
616094298164691523,340,166.97000345036076,78.48881634265967,5912.000000000035,68.2002944946289,13.902871131896973,3,80949,R
616094298164691445,343,167.26149134165723,78.47376339481035,6049.600000000066,89.24346923828125,16.593656539916992,2,80949,R
616094298164691445,343,167.26149134165723,78.47376339481035,6475.200000000163,47.613006591796875,10.741145133972168,3,80949,R
616094298160497426,344,165.8733879913624,78.5411513249943,6464.00000000016,57.81287384033203,14.27762222290039,2,80949,R
616094298152108629,358,163.9132816554344,78.49732378029624,6060.000000000068,81.64308166503906,17.89693260192871,3,80949,R
616094298152108629,358,163.9132816554344,78.49732378029624,6920.000000000264,52.2181396484375,10.644718170166016,2,80949,R
616094298152108629,358,163.9132816554344,78.49732378029624,7194.400000000326,88.07878112792969,21.350772857666016,2,80949,R
616094300559638674,383,166.81771149358542,78.89866441899676,6607.200000000193,73.33145904541016,18.177743911743164,2,80949,R
616094298152108390,398,163.69514568101852,78.45107859650356,6102.400000000078,103.93299102783203,17.699188232421875,2,80949,R
616094298152108390,398,163.69514568101852,78.45107859650356,6115.200000000081,111.50556182861328,23.068222045898438,2,80949,R
616094303944442723,403,165.0179431594597,79.79864372255231,6452.8000000001575,70.91128540039062,15.911966323852539,2,80949,R
616094302837145793,411,164.40897289967876,79.40644309018965,6672.800000000208,65.74285125732422,15.28454303741455,2,80949,R
616094301708879034,436,164.66515748893784,79.373519439483,5855.200000000022,103.9294662475586,14.263628959655762,3,80949,R
616094301708879034,436,164.66515748893784,79.373519439483,7530.4000000004025,133.39892578125,26.04955291748047,2,80949,R
616094301708879034,436,164.66515748893784,79.373519439483,7546.400000000406,60.761985778808594,11.281514167785645,3,80949,R
616094303944441922,442,164.85903428474487,79.62771832033411,7031.200000000289,44.85539245605469,11.71241283416748,2,80949,R
616094303940248007,448,164.76915992821418,79.71939040227768,6760.000000000227,60.155208587646484,15.637457847595215,3,80949,R
616094303940248007,448,164.76915992821418,79.71939040227768,6816.80000000024,43.90769958496094,10.055583953857422,2,80949,R
616094299372650674,452,166.05823216655043,78.65669257877595,6547.200000000179,70.04582214355469,15.433694839477539,3,80949,R
616094299372650674,452,166.05823216655043,78.65669257877595,6562.400000000182,68.74236297607422,15.70882797241211,2,80949,R
616094299376845511,464,166.99493269815216,78.77070334009679,6280.000000000118,66.8060531616211,14.360403060913086,3,80949,R
616094299376845511,464,166.99493269815216,78.77070334009679,6444.0000000001555,168.50860595703125,30.834823608398438,2,80949,R
616094298156302511,465,165.20381973687014,78.40725052845896,6451.200000000157,75.84461975097656,17.794038772583008,3,80949,R
616094298156302511,465,165.20381973687014,78.40725052845896,6501.600000000169,84.68067932128906,19.516510009765625,2,80949,R
616094298156302511,465,165.20381973687014,78.40725052845896,6976.800000000277,79.37879180908203,18.598852157592773,3,80949,R
616094298156302677,478,164.2452442484756,78.44175726660984,5816.000000000013,226.45703125,22.738658905029297,3,80949,R
616094298156302677,478,164.2452442484756,78.44175726660984,6180.800000000096,74.22893524169922,15.533244132995605,3,80949,R
616094298156302677,478,164.2452442484756,78.44175726660984,6914.4000000002625,48.941280364990234,10.34860610961914,3,80949,R
616094298156302863,483,165.13261523194035,78.48082796187879,5827.200000000015,163.5555419921875,16.68487548828125,2,80949,R
616094298160496879,497,165.36063813969568,78.41808735058413,7425.600000000379,57.180381774902344,14.93829345703125,3,80949,R
616094299376844867,498,166.22653496690396,78.63343346312641,6653.600000000203,77.63009643554688,18.58901023864746,3,80949,R
616094233463358563,3,179.95812814315858,69.11482878481715,6913.600000000262,15.734673500061035,14.706897735595703,3,80950,R
616094233463357687,41,179.95576232918458,68.92859288859712,6045.600000000065,47.395652770996094,31.488779067993164,2,80950,R
616094233463357687,41,179.95576232918458,68.92859288859712,6471.200000000162,33.710723876953125,27.933752059936523,2,80950,R
616094231269736745,65,179.66049758777032,68.6849002842022,5928.800000000038,18.11338233947754,14.697415351867676,2,80950,R
616094231269737209,78,179.47676116263494,68.77613987406839,6969.600000000275,11.83973217010498,12.085699081420898,2,80950,R
616094233467551940,88,180.27324217758607,68.9097764436748,6596.00000000019,14.92531681060791,16.51936912536621,2,80950,R
616094233467551940,88,180.27324217758607,68.9097764436748,6652.800000000203,22.873220443725586,21.12223243713379,2,80950,R
616094229055144974,164,180.21584070671113,68.58863514075207,5968.000000000047,17.077014923095703,12.445352554321289,2,80950,R
616094231273931095,182,180.1221921509103,68.69261729373491,5915.200000000035,18.287586212158203,14.151113510131836,3,80950,R
616094235636007533,252,180.15313006587758,69.24621242643944,6907.200000000261,13.080706596374512,12.431700706481934,2,80950,R
616094231278125613,481,180.71491303853966,68.73271979480333,6330.40000000013,22.049232482910156,17.597335815429688,2,80950,R
616094231278125613,481,180.71491303853966,68.73271979480333,6767.200000000229,25.36621856689453,24.398569107055664,2,80950,R
616094272088703254,41,180.01357908797866,73.92426918109767,6280.800000000118,17.783235549926758,11.70363712310791,3,80951,R
616094272088703254,41,180.01357908797866,73.92426918109767,6328.000000000129,20.905900955200195,13.784774780273438,3,80951,R
616094270394205078,58,179.7938962219365,73.81780655769212,6215.2000000001035,24.193546295166016,14.04680061340332,3,80951,R
616094270394204760,61,179.87258307303938,73.75344131814452,6348.800000000134,52.50551223754883,30.85396957397461,2,80951,R
616094270394204760,61,179.87258307303938,73.75344131814452,6932.0000000002665,26.311418533325195,15.44136905670166,2,80951,R
616094270398399320,67,180.4666983436715,73.80112510082982,7446.400000000383,36.41889190673828,22.853179931640625,2,80951,R
616094270398399257,70,180.28704731602807,73.79109868026994,6446.400000000156,30.729209899902344,21.175209045410156,2,80951,R
616094270394205294,90,179.63453004048088,73.85853379087963,6003.200000000055,65.7031478881836,31.16130256652832,2,80951,R
616094270394205294,90,179.63453004048088,73.85853379087963,7246.400000000338,18.869434356689453,10.167102813720703,2,80951,R
616094270398399575,96,180.1995172147774,73.85739047630092,6039.2000000000635,40.68254852294922,23.65438461303711,2,80951,R
616094270398399575,96,180.1995172147774,73.85739047630092,6040.800000000064,36.22399139404297,20.604690551757812,2,80951,R
616094270398399575,96,180.1995172147774,73.85739047630092,7298.40000000035,14.641186714172363,11.232166290283203,2,80951,R
616094273749647654,123,179.62927562472794,74.18633888620849,7196.0000000003265,32.39514923095703,20.933917999267578,2,80951,R
616094275393815101,124,180.56315932621519,74.49622980631499,6815.20000000024,14.502263069152832,11.440918922424316,3,80951,R
616094275393815317,131,180.41056320891545,74.53372611135434,6591.200000000189,25.69730567932129,18.4261474609375,3,80951,R
616094275389621100,149,179.99364398809922,74.56281147571103,6173.600000000094,43.55841827392578,14.958627700805664,2,80951,R
616094275389621100,149,179.99364398809922,74.56281147571103,7294.400000000349,15.756369590759277,12.155572891235352,3,80951,R
616094270398398726,172,180.45098932117187,73.67835017776295,6111.20000000008,35.19778823852539,20.27910041809082,3,80951,R
616094270398398726,172,180.45098932117187,73.67835017776295,6874.400000000253,22.36015510559082,14.863709449768066,2,80951,R
616094268678734674,177,179.75245685901268,73.55599031307726,7267.200000000343,23.578540802001953,17.340633392333984,2,80951,R
616094268678734674,177,179.75245685901268,73.55599031307726,7500.800000000396,24.09248161315918,16.49102783203125,2,80951,R
616094268678734258,192,179.65274161531565,73.4660300425526,6621.600000000196,55.90156173706055,32.49399185180664,2,80951,R
616094268678734258,192,179.65274161531565,73.4660300425526,7404.000000000374,21.51810646057129,11.779879570007324,2,80951,R
616094272088703958,208,180.87014119999498,74.07975834302765,7269.600000000343,29.587505340576172,18.706153869628906,2,80951,R
616094270390009935,238,178.8748996776379,73.63392966924195,7017.600000000286,27.38099479675293,18.302125930786133,3,80951,R
616094273749648246,251,179.71359101896263,74.30608201776224,6529.600000000175,31.703813552856445,22.696063995361328,2,80951,R
616094273749648246,251,179.71359101896263,74.30608201776224,6935.200000000267,27.326339721679688,20.0290470123291,3,80951,R
616094273749648246,251,179.71359101896263,74.30608201776224,7105.600000000306,12.970344543457031,10.450238227844238,3,80951,R
616094273753842008,256,180.11690821391105,74.19125873284457,6664.800000000206,31.992549896240234,22.863117218017578,3,80951,R
616094273753842008,256,180.11690821391105,74.19125873284457,6985.600000000279,14.50229263305664,10.855551719665527,2,80951,R
616094273753842008,256,180.11690821391105,74.19125873284457,7120.800000000309,24.502094268798828,18.294418334960938,2,80951,R
616094273753842008,256,180.11690821391105,74.19125873284457,7276.800000000345,34.93678665161133,18.9962100982666,3,80951,R
616094273753842344,279,180.49831728018512,74.26575247228904,6384.800000000142,21.474369049072266,13.745646476745605,3,80951,R
616094273749647822,288,179.82753430301887,74.22226893869164,6730.400000000221,17.297809600830078,11.578654289245605,3,80951,R
616094268682929145,318,180.8346774644359,73.58575814194124,6028.800000000061,64.59353637695312,33.40168380737305,2,80951,R
616094268687123263,320,181.0682513263957,73.54618372581464,6536.800000000177,59.02211380004883,33.604095458984375,2,80951,R
616094268682928977,329,180.63644025319837,73.54863033064517,6497.600000000168,16.60343360900879,11.711871147155762,2,80951,R
616094268674540010,363,179.1237111498284,73.47695352452403,6466.400000000161,20.85430145263672,14.093249320983887,3,80951,R
616094270398399491,381,180.57814800697244,73.84009281463271,6820.000000000241,30.610260009765625,20.263025283813477,3,80951,R
616094277008622581,403,180.01271177720298,74.83064747420669,6267.200000000115,36.438018798828125,22.74454689025879,3,80951,R
616094277008621769,416,180.20752263792383,74.65963722198633,6197.6000000000995,17.350250244140625,10.407864570617676,2,80951,R
616094277008621769,416,180.20752263792383,74.65963722198633,6200.0000000001,34.97926330566406,18.185699462890625,2,80951,R
616094277008621769,416,180.20752263792383,74.65963722198633,7412.800000000376,24.982406616210938,18.8452205657959,2,80951,R
616094277008622012,437,180.2770189748847,74.71254492501087,6732.800000000221,23.22955322265625,15.616573333740234,2,80951,R
616094275393815738,446,180.38500837780848,74.62352619385504,6055.200000000067,36.410133361816406,21.71683120727539,2,80951,R
616094270402593243,453,181.23669743717838,73.72374315303851,6144.000000000087,18.347654342651367,10.58573055267334,2,80951,R
616094270402593377,486,181.4157455647031,73.75001917188489,6184.000000000096,38.1191520690918,22.490976333618164,2,80951,R
616094270402593377,486,181.4157455647031,73.75001917188489,6724.000000000219,33.20365905761719,20.42837905883789,2,80951,R
616094268682928256,497,180.2926250585768,73.3946773217706,7036.80000000029,36.51449966430664,24.694019317626953,2,80951,R
616094268682928256,497,180.2926250585768,73.3946773217706,7328.800000000357,31.826513290405273,23.768770217895508,2,80951,R
616094300601581777,1,178.71040828478232,78.90707492038132,7223.200000000333,16.84992027282715,11.561753273010254,3,80952,R
616094300601582361,5,179.12811202958375,79.03496043269766,6964.800000000274,15.390697479248047,10.25977611541748,3,80952,R
616094300601582361,5,179.12811202958375,79.03496043269766,7456.800000000386,15.71021556854248,10.851851463317871,2,80952,R
616094299414594523,8,178.51761520757518,78.83484064725732,6473.600000000162,29.009462356567383,16.416095733642578,2,80952,R
616094300601582414,13,179.80564083941368,79.051447266263,7396.000000000372,16.765052795410156,11.164722442626953,2,80952,R
616094300601582108,47,179.4212485029597,78.9813247668764,5803.20000000001,55.340938568115234,13.81846809387207,2,80952,R
616094300601582108,47,179.4212485029597,78.9813247668764,6229.600000000107,18.50749969482422,11.861294746398926,3,80952,R
616094300601582108,47,179.4212485029597,78.9813247668764,6471.200000000162,17.99747657775879,10.46982192993164,3,80952,R
616094299422983087,74,180.03112550167626,78.81501481135933,6116.000000000081,22.76051902770996,12.451913833618164,2,80952,R
616094299422983087,74,180.03112550167626,78.81501481135933,6509.60000000017,23.131946563720703,11.265951156616211,3,80952,R
616094299422983087,74,180.03112550167626,78.81501481135933,6569.600000000184,21.2381591796875,11.486433029174805,2,80952,R
616094299422983087,74,180.03112550167626,78.81501481135933,6975.200000000276,26.56643295288086,16.746482849121094,2,80952,R
616094299418788672,78,178.97194029802347,78.79511252999961,6780.800000000232,23.516948699951172,15.027238845825195,2,80952,R
616094299422983351,91,180.62955919670773,78.87354008626787,6182.400000000096,19.75656509399414,11.35229778289795,3,80952,R
616094302887478256,127,180.22676861762974,79.58574559230256,5928.000000000038,30.656953811645508,15.957063674926758,2,80952,R
616094298210829216,153,180.5975281006096,78.56815575049626,5960.0000000000455,42.87697219848633,21.116971969604492,3,80952,R
616094299422982715,166,180.8562169104727,78.74230874150055,5940.800000000041,27.1774959564209,14.491278648376465,2,80952,R
616094301759209511,218,181.19006324394067,79.13328672420683,6204.000000000101,29.766117095947266,16.71912956237793,3,80952,R
616094299414594070,224,178.42975944415994,78.73116351585524,6839.200000000245,15.363513946533203,10.38798713684082,3,80952,R
616094299414593766,229,177.99833731745187,78.67090532155775,6044.000000000065,19.88671875,11.403007507324219,2,80952,R
616094299414593766,229,177.99833731745187,78.67090532155775,6153.6000000000895,22.783533096313477,12.795379638671875,3,80952,R
616094301759209594,236,180.64998174409874,79.14152462767059,6271.200000000116,25.22244644165039,15.276361465454102,3,80952,R
616094301759209594,236,180.64998174409874,79.14152462767059,6761.600000000228,29.394441604614258,19.104482650756836,2,80952,R
616094301755015985,251,179.51987320146878,79.29728939475085,5828.0000000000155,40.64020919799805,13.97365951538086,2,80952,R
616094301755015985,251,179.51987320146878,79.29728939475085,6832.000000000244,23.137094497680664,12.842965126037598,3,80952,R
616094301755015239,283,179.9640164033853,79.13674402321534,6439.200000000154,25.400012969970703,10.015912055969238,2,80952,R
616094301759209797,285,180.9493991136158,79.1862955864016,6717.600000000218,16.257139205932617,10.783172607421875,2,80952,R
616094300601582769,286,179.58605518342267,79.12345189144365,5912.800000000035,20.43808364868164,10.953401565551758,2,80952,R
616094300601582769,286,179.58605518342267,79.12345189144365,6717.600000000218,19.159385681152344,12.333845138549805,2,80952,R
616094298210828964,308,180.85705706686758,78.51150944052517,6166.400000000092,22.321983337402344,12.371981620788574,2,80952,R
616094298210828964,308,180.85705706686758,78.51150944052517,6193.600000000099,22.389934539794922,13.0337553024292,3,80952,R
616094298210828964,308,180.85705706686758,78.51150944052517,6233.600000000108,16.25887107849121,10.1812162399292,3,80952,R
616094298215023051,333,182.34642893836136,78.46817397641918,6111.20000000008,28.87596893310547,15.014593124389648,3,80952,R
616094298215023051,333,182.34642893836136,78.46817397641918,6907.200000000261,25.843017578125,15.028044700622559,3,80952,R
616094300609970795,350,181.6486638364545,78.99618360299755,6447.200000000156,22.462303161621094,13.394797325134277,3,80952,R
616094300609970372,352,181.78220696524963,78.91025916789644,6232.8000000001075,16.24994468688965,10.861187934875488,3,80952,R
616094300609970765,370,181.4632810459863,78.98903519315412,5991.200000000053,20.92109489440918,11.660114288330078,2,80952,R
616094299422983310,381,180.84294887056137,78.86989859392268,6050.400000000066,28.76255989074707,15.794909477233887,3,80952,R
616094299422983310,381,180.84294887056137,78.86989859392268,6745.600000000224,24.306503295898438,12.104925155639648,3,80952,R
616094299422983310,381,180.84294887056137,78.86989859392268,7462.400000000387,27.233909606933594,17.575889587402344,2,80952,R
616094301755016025,408,179.31843607522742,79.3022901948346,6072.800000000071,27.41796112060547,14.69930362701416,3,80952,R
